Dhc	Andrasfai(2)
\lUihSTaiIcTCTAI_agCT?PS?ag?ag?PU?CTO?ah?AIa?CTa?CTP?AIsO?aia?CTiG?PS	Circ(29;1.3.5.9)
\lUihSTAgIoTOTGIaAgOT@@SAAkAAi@@S_OTCAAgOGI__OT__OTOOGIsCAAi__OTiA@@S	Circ(29;1.3.5.11)
\lSgkTDgiadDDDAa_ggDD?SS?gg?gg?SU?DDO?gl?Aai?DDI?DDD?AapO?giI?DDgg?SS	Circ(29;1.3.7.9)
\lSgkTDGga`D`DOacGg`DACUCGiCGhACSO`DACGkGOagO`DGO`DCGOapACGiGO`Dg`ACS	Circ(29;1.3.7.12)
\lSggUDOlAiDIDDA`OgID?gS@Og@Ok?gT?IDg@Oi_DAd?IDD?IDA_DAog@OiD?IDgS?gS	Circ(29;1.3.8.10)
\lSggUDOhAaDaDPAcOgaDAGUCOiCOhAGSOaDaCOiGPAcOaDCOaDAGPAoaCOiCOaDgPAGS	Circ(29;1.3.8.12)
\lSggSD?kAgDgDSAd?ggDA_UD?iD?lA_TOgDID?ggSA`OgD@OgD?gSAoID?i@OgDgDA_S	Circ(29;1.3.10.12)
\hdLIchdISchChAS_dGCh?Qc?dG?dG?Qe?ChO?dH?ASq?ChQ?Chh?ASiO?dHQ?ChdG?Qc	Circ(29;1.4.6.9)
\hdLIchDGSohOhGSaDGOh@AcADKADI@Ac_OhCADGOGSo_OhO_OhgOGSiCADHO_OhdA@Ac	Circ(29;1.4.6.11)
\hdLIchDGS_h?h_SgDH?hcAdGDHGDGcAcH?h@GDGC_SoH?hOH?hgC_Si@GDHOH?hd?cAc	Circ(29;1.4.6.13)
\hdHKdHhIcdHDHAc_hGDH?Sc?hG?hG?Se?DHO?hL?Aci?DHI?DHd?AchO?hHI?DHcg?Sc	Circ(29;1.4.7.9)
\hdHKdHHKchHHHCc`HGHH?cc@HG@HK?cd?HHG@HK_Cch?HHH?HHc_CchG@HHH?HHcc?cc	Circ(29;1.4.7.10)
\hdHKdHHGc`H`HOccHG`HACeCHICHHACcO`HACHKGOcgO`HGO`HcGOchACHHGO`Hc`ACc	Circ(29;1.4.7.12)
\hdHKdHHGc`H@H_cgHH@HcCdGHHGHGcCcH@H@GHKC_cgH@HGH@HcC_ch@GHHGH@Hc_cCc	Circ(29;1.4.7.13)
\hdHGcH`ICcHcHQCc`GcHAOeC`IC`HAOeOcHQC`HGQCaOcHAOcH`GQCgQC`HAOcHcHAOc	Circ(29;1.4.9.12)
\hdHGcH@KCgHgHSCd@GgHA_eD@ID@LA_dOgHID@GgSC`OgH@OgH_gSCgID@H@OgHcDA_c	Circ(29;1.4.10.12)
\hdHGcH@KCgHGHcCh@HGHc_dH@HH@Kc_dHGHHH@GccC`HGH@HGH_ccCgHH@H@HGHcCc_c	Circ(29;1.4.10.13)
\hdHGcH@GCoHOHgCi@HOHd?dI@LI@Id?chOHDI@GSgC_hOH?hOH_SgCgDI@H?hOHcAd?c	Circ(29;1.4.11.13)
\hEILDPiIgdPDPAg_iGDP?TC?iG?iG?TE?DPO?iL?Agi?DPi?DPT?AgdO?iGi?DPag?TC	Circ(29;1.5.7.9)
\hEILDPIGg`P@P_ggIH@PcDDGIHGIGcDCH@P@GIKC_ggH@PgH@PSC_gd@GIGgH@Pa_cDC	Circ(29;1.5.7.13)
\hEIHEPQHGqPQPHGaQGQP@HCAQKAQI@HC_QPcAQIOHGc_QPc_QPQOHGccAQGc_QPaQ@HC	Circ(29;1.5.8.11)
\hEIHCPaIGcPCPaGgaHCPcPDGaHGaGcPEHCPPGaHCaGaHCPaHCPPCaGcPGaGaHCPaGcPC	Circ(29;1.5.9.13)
\hCKIE`SLOi`I`DO`SGI`?iC@SG@SK?iD?I`g@SI_DOt?I`T?I`I_DOag@SGT?I``S?iC	Circ(29;1.6.8.10)
\hCKIE`SHOq`Q`HOaSGQ`@ICASKASI@IC_Q`cASIOHOs_Q`S_Q`IOHOacASGS_Q``Q@IC	Circ(29;1.6.8.11)
\hCKIC`cIOc`C`aOgcHC`cQDGcHGcGcQEHC`PGcHCaOqHC`QHC`HCaOaPGcGQHC``GcQC	Circ(29;1.6.9.13)
\hCKIC`CGOo`O`gOiCHO`dADICLICIdAChO`DICGSgOohO`OhO`GSgOaDICGOhO``AdAC	Circ(29;1.6.11.13)
\hCGKD@gI_d@d@Q_cgGd@ASECgICgHASEOd@QCgLGQ_iOd@IOd@DGQ_`QCgGIOd@_hASC	Circ(29;1.7.9.12)
\hCGKD@GK_h@H@c_hGHH@ccDHGHHGKccDHH@HHGKcc_hHH@HHH@Ccc_`HHGGHHH@_cccC	Circ(29;1.7.10.13)
\hCGGE@OL?i@i@T?dOGi@AgEDOIDOLAgDOi@iDOIgT?dOi@DOi@AgT?_iDOGDOi@_TAgC	Circ(29;1.8.10.12)
\UWosZEWpbBEBE@b?WoBE?KW?Wo?Wo?KW?BE_?Wu?@bK?BEK?BEE?@bP_?WuK?BEWo?KW	Circ(29;2.3.7.8)
\UWosXEGob@E`EObCGo`EACYCGqCGpACWO`EACGsGObGO`EGO`ECGObPACGuGO`EW`ACW	Circ(29;2.3.7.12)
\UWooYEorBEEEEBB?ooEE?WW?oo?oo?WY?EEo?or?BBE?EEE?EEB?BBOo?ouE?EEWW?WW	Circ(29;2.3.8.9)
\UWooYEOpBAEaEPBCOoaEAGYCOqCOpAGWOaEaCOqGPBCOaECOaEAGPBOaCOuCOaEWPAGW	Circ(29;2.3.8.12)
\UWooYEOpBAEAE@BOOuAEWGWoOooOoWGWEAE_oOqB@BCEAECEAEAB@BO_oOuCEAEWOWGW	Circ(29;2.3.8.14)
\UWooWE_qBCECEABO_uCEWOWo_oo_oWOYECEOo_pBABAECEAECE@BABOOo_uAECEWGWOW	Circ(29;2.3.9.14)
\UWooWE?sBWEWEKBB?oWE@_WB?sB?u@_X_WEKB?ooKB@_WE@_WE?oKBOKB?u@_WEWE@_W	Circ(29;2.3.10.11)
\UWooWE?sBGEGECBP?uGEW_Wp?op?sW_XEGEGp?obCB@EGE@EGE?bCBOGp?u@EGEWCW_W	Circ(29;2.3.10.14)
\UWooWE?oBOEoEWBE?ooEB?YE?uE?rB?WooEEE?oWWB?ooE?ooE?WWBOEE?u?ooEWBB?W	Circ(29;2.3.11.12)
\QIURGqeQXCqCqAX?eOCq?RG?eO?eO?RI?CqO?eP?AXQ?Cqq?CqX?AXEO?eSq?CqRG?RG	Circ(29;2.5.6.9)
\QIURGqEOX?q?q_XGEP?qcBHGEPGEOcBGH?q@GEOC_XOH?qoH?qWC_XE@GESoH?qR?cBG	Circ(29;2.5.6.13)
\QIURGqEOX?q?q?XOEU?qWBGoEOoEOWBGE?q?oEOB?XOE?qoE?qWB?XE?oESoE?qR?WBG	Circ(29;2.5.6.14)
\QIQPIQqRHEQEQBH?qOEQ?XG?qO?qO?XI?EQo?qR?BHE?EQe?EQR?BHCo?qSe?EQQW?XG	Circ(29;2.5.8.9)
\QIQPIQQPHQQQQHHAQOQQ@HGAQSAQQ@HG_QQcAQQOHHC_QQc_QQQOHHCcAQSc_QQQQ@HG	Circ(29;2.5.8.11)
\QIQPIQQPHAQAQ@HOQUAQWHGoQOoQOWHGEAQ_oQQB@HCEAQcEAQQB@HC_oQScEAQQOWHG	Circ(29;2.5.8.14)
\QIQPGQaQHCQCQaHGaPCQcPHGaPGaOcPIHCQPGaPCaHAHCQaHCQPCaHCPGaSaHCQQGcPG	Circ(29;2.5.9.13)
\QIQPGQAOHOQOQGHQAUOQX@GqASqAQX@GeOQCqAORGH?eOQ_eOQORGHCCqAS_eOQQAX@G	Circ(29;2.5.11.14)
\QGSUHaKSpHaHaCp@KOHa?eG@KO@KS?eH?HaG@KS_CpX?HaX?HaK_CpBG@KSX?HaPc?eG	Circ(29;2.6.7.10)
\QGSQGacQPCaCaaPGcPCacQHGcPGcOcQIHCaPGcPCaPQHCaQHCaHCaPAPGcSQHCaPGcQG	Circ(29;2.6.9.13)
\QGSQGaCSPWaWaKPBCOWa@aGBCSBCU@aH_WaKBCOoKPP_WaP_WaGoKPAKBCSP_WaPE@aG	Circ(29;2.6.10.11)
\QGSQGaCSPGaGaCPPCUGaWaGpCOpCSWaHEGaGpCObCPPEGaPEGaGbCPAGpCSPEGaPCWaG	Circ(29;2.6.10.14)
\QGSQGaCOPOaOaGPQCUOaXAGqCSqCQXAGeOaCqCORGPOeOaOeOaGRGPACqCSOeOaPAXAG	Circ(29;2.6.11.14)
\QGOSJAWP`BAbAP`CWObAAKICWQCWPAKGObAaCWUGP`KObAKObAEGP`@aCWSKObAOpAKG	Circ(29;2.7.8.12)
\QGOSHAGS`HAHAc`HGPHAccHHGPHGSccHHHAHHGScc`HHHAHHHACcc`@HHGSHHHAOcccG	Circ(29;2.7.10.13)
\QGOSHAGO`@A`Ao`KGP`AeCJKGRKGPeCGX`ABKGSKo`GX`AGX`ACKo`@BKGSGX`AO`eCG	Circ(29;2.7.12.13)
\QGOOIAoR@EAEAB@OoUEAWWGooOooOWWIEEAoooRBB@EEEAEEEABBB@?oooSEEEAOWWWG	Circ(29;2.8.9.14)
\QGOOIAOP@QAqAX@EOOqABGIEOUEORBGGoqAeEOQWX@CoqACoqAAWX@?eEOSCoqAORBGG	Circ(29;2.8.11.12)
\QGOOIAOP@QAQAH@QOUQAXGGqOSqOQXGGeQAcqOQRH@CeQACeQAARH@?cqOSCeQAOQXGG	Circ(29;2.8.11.14)
\QGOOGA_Q@CAcAq@K_PcAeOJK_RK_PeOIXcARK_PKq@AXcAAXcA@Kq@?RK_SAXcAOHeOG	Circ(29;2.9.12.13)
\QGOOGA?S@WAWAK@R?UWAX_Gr?Sr?UX_HeWAKr?OrK@@eWA@eWA?rK@?Kr?S@eWAOEX_G	Circ(29;2.10.11.14)
\Crb`o[B_MO[O[GMAB_O[@@oABcABa@@o_O[CAB_OGM?_O[__O[oOGM[CABb__O[MA@@o	Circ(29;3.4.5.11)
\Crb`o[B_M?[?[?MOBe?[W@ooB_oB_W@oE?[?oB_B?M?E?[_E?[oB?M[?oBb_E?[M?W@o	Circ(29;3.4.5.14)
\Cp`_oK`aECKCKAEO`eCKWOoo`_o`_WOqECKOo``BAEAECKAECK`BAEWOo`bAECKKGWOo	Circ(29;3.4.9.14)
\Cp`_oK@cEWKWKKEB@_WK@_oB@cB@e@_p_WKKB@_oKE@_WK@_WK_oKEWKB@b@_WKKE@_o	Circ(29;3.4.10.11)
\Cp`_oK@cEGKgKSED@_gKA_qD@aD@dA_pOgKID@_gSE@OgK@OgK_gSEWID@b@OgKKDA_o	Circ(29;3.4.10.12)
\Cp`_oK@_EOKoKWEE@_oKB?qE@eE@bB?oooKEE@_WWE?ooK?ooK_WWEWEE@b?ooKKBB?o	Circ(29;3.4.11.12)
\CQadPSiaiDSDSAi?i_DS?TO?i_?i_?TQ?DSO?id?AiI?DSi?DST?AiTO?iai?DSIg?TO	Circ(29;3.5.7.9)
\CO_cRCwbaFCFCBa?w_FC?[O?w_?w_?[Q?FCo?wf?BaM?FCM?FCF?BaPo?waM?FCGw?[O	Circ(29;3.7.8.9)
\CO_cRCW`aBCbCPaCW_bCAKQCWaCW`AKOObCaCWeGPaKObCKObCEGPaPaCWaKObCGpAKO	Circ(29;3.7.8.12)
\CO__QCobAECECBAOoeECWWOoo_oo_WWQEECooobBBAEEECEEECBBBAOoooaEEECGWWWO	Circ(29;3.8.9.14)
\CO__QCOdAICiCTADO_iCAgQDOaDOdAgPOiCiDOagTADOiCDOiCAgTAOiDOaDOiCGTAgO	Circ(29;3.8.10.12)
\CO__QCOdAICICDAPOeICWgOpO_pOcWgPEICgpOabDADEICDEICAbDAOgpOaDEICGSWgO	Circ(29;3.8.10.14)
\CO__OC?cAWCwC[AF?_wCB_QF?eF?fB_PowCMF?_w[A@owC@owC?w[AOMF?a@owCGFB_O	Circ(29;3.10.11.12)
\?bFF`wN?{@w@w?{?N?@w?F_?N??N??F_?@w??NC??{W?@ww?@w{??{N??N@w?@wF_?F_	Circ(29;4.5.6.7)
\?bFB_wF?[?w?w_[GF@?wcB`GF@GF?cB_H?w@GF?C_[OH?woH?wwC_[M@GF@oH?wF?cB_	Circ(29;4.5.6.13)
\?bFB_wF?[?w?w?[OFE?wWB_oF?oF?WB_E?w?oF?B?[OE?woE?wwB?[M?oF@oE?wF?WB_	Circ(29;4.5.6.14)
\?bBD`WJ?k@W@W_kGJ@@WcD`GJ@GJ?cD_H@W@GJCC_kGH@WgH@WsC_kL@GJ@gH@WE_cD_	Circ(29;4.5.7.13)
\?bB@_WB?K?W?W_KWBF?W{@`wB@wB?{@_N?W@wB?F_K?N?W_N?WoF_KK@wB@_N?WE?{@_	Circ(29;4.5.13.14)
\?`DE`glAsDgDgAs?l?Dg?U_?l??l??Ua?DgO?lD?AsY?DgY?Dgl?AsJO?l@Y?DgDg?U_	Circ(29;4.6.7.9)
\?`DA_gD?SOgOggSID@OgdA`IDDIDAdA_hOgDID?SgSOhOgOhOggSgSIDID@OhOgDAdA_	Circ(29;4.6.11.13)
\?`DA_gD?S?g?g_SWDF?g{A`wD@wD?{A_N?g@wD?F_SON?gON?ggF_SI@wD@ON?gD?{A_	Circ(29;4.6.13.14)
\?`@C`GhAcDGdGQcCh?dGASaChACh@ASaOdGQChDGQcIOdGIOdGdGQcHQCh@IOdGChAS_	Circ(29;4.7.9.12)
\?`@C`GHCcHGHGccHH@HGcc`HH@HHCcc`HHGHHHCcccHHHGHHHGccccHHHH@HHHGCccc_	Circ(29;4.7.10.13)
\?`@?_G`ACCGcGQCS`EcGYOas`As`@YOaUcGQs`@JQCAUcGAUcG`JQCGQs`@AUcGCHYO_	Circ(29;4.9.12.14)
\?`@?_G@CCWGwG[CF@?wGB_aF@EF@FB_`owGMF@?w[C@owG@owG_w[CGMF@@@owGCFB__	Circ(29;4.10.11.12)
\?`@?_G@CCWGWGkCJ@@WGd_`J@DJ@Ed_`hWGLJ@?skC@hWG@hWG_skCGLJ@@@hWGCEd__	Circ(29;4.10.11.13)
\?AEFBo]@wBoBo@w?]?Bo?N??]??]??N??Bo_?]E?@w[?Bo{?Bo]?@wF_?]?{?BoBo?N?	Circ(29;5.6.7.8)
\?AEF@omAwDoDoAw?m?Do?V??m??m??VA?DoO?mD?AwY?Doy?Do\?AwFO?m?y?DoBg?V?	Circ(29;5.6.7.9)
\?AEBAouBWEoEoBW?u?Eo?Z??u??u??ZA?Eoo?uB?BWU?Eou?EoZ?BWEo?u?u?EoBW?Z?	Circ(29;5.6.8.9)
\?AEB?oeAWCoCoaWGe@CocR@Ge@Ge?cRAHCoPGe@CaWQHCoqHCoXCaWEPGe?qHCoBGcR?	Circ(29;5.6.9.13)
\?AEB?oE?W?o?o_WWEF?o{B@wE@wE?{B?N?o@wE?F_WON?ooN?oWF_WE@wE?oN?oB?{B?	Circ(29;5.6.13.14)
\?AADBOyBgFOFOBg?y?FO?\??y??y??\A?FOo?yF?BgM?FOm?FOV?BgDo?y?m?FOAw?\?	Circ(29;5.7.8.9)
\?AA@AOQ@GQOQOHGQQEQOXH?qQCqQAXH?eQOcqQARHGCeQOceQOQRHGCcqQ?ceQOAQXH?	Circ(29;5.8.11.14)
\??CEB_{BoF_F_Bo?{?F_?]??{??{??]A?F_o?{F?Bo]?F_]?F_N?BoBo?{?]?F_@w?]?	Circ(29;6.7.8.9)
\??CEB_[DoJ_J_Do@[?J_?m?@[?@[C?m@?J_g@[E_Do\?J_\?J_M_DoBg@[?\?J_@s?m?	Circ(29;6.7.8.10)
\??CA?_CCOW_W_KORCEW_Xa?rCCrCEXa@eW_KrC?rKOPeW_PeW_GrKOAKrC?PeW_@EXa?	Circ(29;6.10.11.14)
\??CA?_C?OO_O_gOYCFO_|A@yCDyCA|A?nO_DyC?VgOOnO_OnO_GVgOADyC?OnO_@A|A?	Circ(29;6.11.13.14)
\????A?OD?I?i?T?TOEi?YgAtOAtODYg@Ui?itOAjT?DUi?DUi?AjT??itO?DUi??TYg?	Circ(29;8.10.12.14)
\????A?O@?Q?q?X?UOEq?ZGAuOEuOBZG?uq?euOAZX?Cuq?Cuq?AZX??euO?Cuq??RZG?	Circ(29;8.11.12.14)
\??????_A?C?c?q?[_Fc?}OB{_B{_@}OA^c?R{_@Nq?A^c?A^c?@Nq??R{_?A^c??H}O?	Circ(29;9.12.13.14)
\???????C?W?w?{?N?@w?f_BN?FN?Ff_@xw?NN??{{?@xw?@xw??{{??NN??@xw??Ff_?	Circ(29;10.11.12.13)
\???????C?W?w?[?V?Ew?Z_Av?Ev?FZ_@uw?Mv??z[?@uw?@uw??z[??Mv??@uw??FZ_?	Circ(29;10.11.12.14)
\???????C?W?W?k?Z?FW?|_@z?Dz?E|_@nW?Lz??vk?@nW?@nW??vk??Lz??@nW??E|_?	Circ(29;10.11.13.14)
\???????C?G?g?s?\?Fg?}_B|?B|?D}_@^g?J|??ns?@^g?@^g??ns??J|??@^g??D}_?	Circ(29;10.12.13.14)
\?????????O?o?w?]?Fo?~?B}?F}?B~??~o?F}??^w??~o??~o??^w??F}???~o??B~??	Circ(29;11.12.13.14)
\lUilTTiiidTDTAi_igDT?TS?ig?ig?TU?DTO?il?Aii?DTi?DTT?AitO?iii?DTig?TS	Circ(29;1.3.5.7.9)
\lSggUDOlAiDiDTAdOgiDAgUDOiDOlAgTOiDiDOigTAdOiDDOiDAgTAoiDOiDOiDgTAgS	Circ(29;1.3.8.10.12)
\hdLIchDGSohOhgSiDHOhdAdIDLIDIdAchOhDIDGSgSohOhOhOhgSgSiDIDHOhOhdAdAc	Circ(29;1.4.6.11.13)
\hdHKdHhIcdHdHQcchGdHASeChIChHASeOdHQChLGQciOdHIOdHdGQchQChHIOdHchASc	Circ(29;1.4.7.9.12)
\UWosZEWpbBEbEPbCWobEAKYCWqCWpAKWObEaCWuGPbKObEKObEEGPbPaCWuKObEWpAKW	Circ(29;2.3.7.8.12)
\UWooYEorBEEEEBBOouEEWWWooooooWWYEEEooorBBBEEEEEEEEBBBBOooouEEEEWWWWW	Circ(29;2.3.8.9.14)
\QIURGqeQXCqCqaXGePCqcRHGePGeOcRIHCqPGePCaXQHCqqHCqXCaXEPGeSqHCqRGcRG	Circ(29;2.5.6.9.13)
\QIQPIQQPHQQQQHHQQUQQXHGqQSqQQXHGeQQcqQQRHHCeQQceQQQRHHCcqQSceQQQQXHG	Circ(29;2.5.8.11.14)
\QGSQGaCSPWaWaKPRCUWaXaGrCSrCUXaHeWaKrCOrKPPeWaPeWaGrKPAKrCSPeWaPEXaG	Circ(29;2.6.10.11.14)
\Cp`_oK@cEWKwK[EF@_wKB_qF@eF@fB_powKMF@_w[E@owK@owK_w[EWMF@b@owKKFB_o	Circ(29;3.4.10.11.12)
\?bFB_wF?[?w?w_[WFF?w{B`wF@wF?{B_N?w@wF?F_[ON?woN?wwF_[M@wF@oN?wF?{B_	Circ(29;4.5.6.13.14)
\?AEFBo}BwFoFoBw?}?Fo?^??}??}??^A?Foo?}F?Bw]?Fo}?Fo^?BwFo?}?}?FoBw?^?	Circ(29;5.6.7.8.9)
\???????C?W?w?{?^?Fw?~_B~?F~?F~_@~w?N~??~{?@~w?@~w??~{??N~??@~w??F~_?	Circ(29;10.11.12.13.14)
]lUihSTAgI_T?T?I_Ag?T?@S?Ag?Ag?@S??T??Ag??I_??T???T_??Ig??Al???TS??@Ug??Ag	Circ(30;1.3.5)
]lSgkTDGga`D@D?a_Gg@D?CS?Gg?Gg?CS?@D??Gg??ao?@DO?@DG??aa??GkO?@DP??CUa??Gg	Circ(30;1.3.7)
]lSggUDOhAaDAD@A_OgAD?GS?Og?Og?GS?AD??Ok?@Ag?ADG?ADC?@A`??OkG?ADO_?GU`??Og	Circ(30;1.3.8)
]lSggSD_iAcDCDAA__gCD?OS?_g?_g?OS?CD_?_i?AAc?CDC?CDA?AA__?_kC?CDOO?OU__?_g	Circ(30;1.3.9)
]lSggSD?gAoDODGAa?gOD@?SA?gA?k@?T?ODGA?g_GA`?OD@?OD?_GA_GA?k@?ODOC@?U_GA?g	Circ(30;1.3.11)
]lSggSD?gA_D_DOAc?g_DA?SC?kC?iA?S__DCC?gOOA___D?__D?OOA_CC?k?__DOAA?U_CC?g	Circ(30;1.3.12)
]lSggSD?gA_D?D_Ag?h?DC?UG?iG?hC?SP?DAG?gG_A_P?D?P?D?G_A_AG?k?P?DO@C?U_AG?g	Circ(30;1.3.13)
]lSggSD?gA_D?D?Ao?i?Dg?TO?hO?gg?SI?D@O?gD?A_I?D?I?D?D?A_@O?k?I?DO?g?U_@O?g	Circ(30;1.3.14)
]lSggSD?gA_D?D?A_?k?DO?S_?g_?gO?SC?D?_?gA?A_C?D?C?D?A?A_?_?k?C?DO?O?U_?_?g	Circ(30;1.3.15)
]hdLIchDGS_h?h?S_DG?h?Ac?DG?DG?Ac??h??DG??S_??h_??hO??Ss??DI_??hI??AeS??DG	Circ(30;1.4.6)
]hdHKdHHGc`H@H?c_HG@H?Cc?HG?HG?Cc?@H??HG??co?@HO?@HG??cq??HIO?@HH??CeQ??HG	Circ(30;1.4.7)
]hdHGcH`ICcHCHAC_`GCH?Oc?`G?`G?Oc?CH_?`I?ACc?CHC?CHA?ACo_?`IC?CHGO?OeO_?`G	Circ(30;1.4.9)
]hdHGcH@GCoHOHGCa@GOH@?cA@GA@K@?d?OHGA@G_GC`?OH@?OH?_GCoGA@I@?OHGC@?eOGA@G	Circ(30;1.4.11)
]hdHGcH@GC_H_HOCc@G_HA?cC@KC@IA?c__HCC@GOOC___H?__H?OOCoCC@I?__HGAA?eOCC@G	Circ(30;1.4.12)
]hdHGcH@GC_H?H?Co@I?Hg?dO@HO@Gg?cI?H@O@GD?C_I?H?I?H?D?Co@O@I?I?HG?g?eO@O@G	Circ(30;1.4.14)
]hdHGcH@GC_H?H?C_@K?HO?c_@G_@GO?cC?H?_@GA?C_C?H?C?H?A?Co?_@I?C?HG?O?eO?_@G	Circ(30;1.4.15)
]hEILDPIGg`P@P?g_IG@P?DC?IG?IG?DC?@P??IG??go?@PO?@Pg??gi??IHO?@PD??DEI??IG	Circ(30;1.5.7)
]hEIHEPQHGaPAP@G_QGAP?HC?QG?QG?HC?AP??QK?@Gg?APG?APc?@Gh??QHG?APC_?HEH??QG	Circ(30;1.5.8)
]hEIHCPaIGcPCPAG_aGCP?PC?aG?aG?PC?CP_?aI?AGc?CPC?CPa?AGg_?aHC?CPCO?PEG_?aG	Circ(30;1.5.9)
]hEIHCPAGGoPOPGGaAGOP@@CAAGAAK@@D?OPGAAG_GG`?OP@?OP__GGgGAAH@?OPCC@@EGGAAG	Circ(30;1.5.11)
]hEIHCPAGG_P_POGcAG_PA@CCAKCAIA@C__PCCAGOOG___P?__P_OOGgCCAH?__PCAA@EGCCAG	Circ(30;1.5.12)
]hEIHCPAGG_P?P_GgAH?PC@EGAIGAHC@CP?PAGAGG_G_P?P?P?P_G_GgAGAH?P?PC@C@EGAGAG	Circ(30;1.5.13)
]hEIHCPAGG_P?P?GoAI?Pg@DOAHOAGg@CI?P@OAGD?G_I?P?I?P_D?Gg@OAH?I?PC?g@EG@OAG	Circ(30;1.5.14)
]hEIHCPAGG_P?P?G_AK?PO@C_AG_AGO@CC?P?_AGA?G_C?P?C?P_A?Gg?_AH?C?PC?O@EG?_AG	Circ(30;1.5.15)
]hCKIE`SHOa`A`@O_SGA`?IC?SG?SG?IC?A`??SK?@Og?A`g?A`S?@Od??SGg?A`A_?IED??SG	Circ(30;1.6.8)
]hCKIC`cIOc`C`AO_cGC`?QC?cG?cG?QC?C`_?cI?AOc?C`c?C`Q?AOc_?cGc?C`AO?QEC_?cG	Circ(30;1.6.9)
]hCKIC`CGOo`O`GOaCGO`@ACACGACK@AD?O`GACG_GO`?O``?O`O_GOcGACG`?O`AC@AECGACG	Circ(30;1.6.11)
]hCKIC`CGO_`?`_OgCH?`CAEGCIGCHCACP?`AGCGG_O_P?`_P?`OG_OcAGCG_P?`A@CAECAGCG	Circ(30;1.6.13)
]hCKIC`CGO_`?`?OoCI?`gADOCHOCGgACI?`@OCGD?O_I?`_I?`OD?Oc@OCG_I?`A?gAEC@OCG	Circ(30;1.6.14)
]hCKIC`CGO_`?`?O_CK?`OAC_CG_CGOACC?`?_CGA?O_C?`_C?`OA?Oc?_CG_C?`A?OAEC?_CG	Circ(30;1.6.15)
]hCGKD@gI_d@D@A__gGD@?SC?gG?gG?SC?D@_?gI?A_s?D@S?D@I?A_a_?gGS?D@@O?SEA_?gG	Circ(30;1.7.9)
]hCGKD@GG_p@P@G_aGGP@@CCAGGAGK@CD?P@GAGG_G_p?P@P?P@G_G_aGAGGP?P@@C@CEAGAGG	Circ(30;1.7.11)
]hCGKD@GG_`@`@O_cGG`@ACCCGKCGIACC_`@CCGGOO_o_`@O_`@GOO_aCCGGO_`@@AACEACCGG	Circ(30;1.7.12)
]hCGKD@GG_`@@@__gGH@@CCEGGIGGHCCCP@@AGGGG__oP@@OP@@GG__aAGGGOP@@@@CCEAAGGG	Circ(30;1.7.13)
]hCGKD@GG_`@@@?__GK@@OCC_GG_GGOCCC@@?_GGA?_oC@@OC@@GA?_a?_GGOC@@@?OCEA?_GG	Circ(30;1.7.15)
]hCGGE@OH?a@a@P?cOGa@AGCCOKCOIAGC_a@CCOKOP?g_a@G_a@COP?`CCOGG_a@?aAGE@CCOG	Circ(30;1.8.12)
]hCGGE@OH?a@A@`?gOHA@CGEGOIGOHCGCPA@AGOKG`?gPA@GPA@CG`?`AGOGGPA@?`CGE@AGOG	Circ(30;1.8.13)
]hCGGE@OH?a@A@@?_OKA@OGC_OG_OGOGCCA@?_OKA@?gCA@GCA@CA@?`?_OGGCA@?_OGE@?_OG	Circ(30;1.8.15)
]hCGGC@_I?s@S@I?a_GS@@OCA_GA_K@OD?S@gA_I_I?d?S@D?S@A_I?_gA_GD?S@?S@OE?gA_G	Circ(30;1.9.11)
]hCGGC@_I?c@C@a?g_HC@COEG_IG_HCOCPC@aG_IGa?cPC@CPC@AGa?_aG_GCPC@?PCOE?aG_G	Circ(30;1.9.13)
]hCGGC@_I?c@C@A?o_IC@gODO_HO_GgOCIC@`O_IDA?cIC@CIC@ADA?_`O_GCIC@?OgOE?`O_G	Circ(30;1.9.14)
]hCGGC@_I?c@C@A?__KC@OOC__G__GOOCCC@___IAA?cCC@CCC@AAA?____GCCC@?OOOE?___G	Circ(30;1.9.15)
]hCGGC@?G?o@O@g?i?HO@D?EI?II?LD?DPO@II?Ggg?`PO@@PO@?gg?_II?G@PO@?DD?E?II?G	Circ(30;1.11.13)
]hCGGC@?G?o@O@G?q?IO@h?DQ?HQ?Kh?DIO@HQ?GdG?`IO@@IO@?dG?_HQ?G@IO@?Ch?E?HQ?G	Circ(30;1.11.14)
]hCGGC@?G?o@O@G?a?KO@P?Ca?Ga?KP?DCO@Ga?GaG?`CO@@CO@?aG?_Ga?G@CO@?CP?E?Ga?G	Circ(30;1.11.15)
]hCGGC@?G?_@_@O?s?I_@i?DS?LS?Ii?Ci_@DS?GTO?_i_@?i_@?TO?_DS?G?i_@?Ai?E?DS?G	Circ(30;1.12.14)
]hCGGC@?G?_@_@O?c?K_@Q?Cc?Kc?IQ?Cc_@Cc?GQO?_c_@?c_@?QO?_Cc?G?c_@?AQ?E?Cc?G	Circ(30;1.12.15)
]hCGGC@?G?_@?@_?g?L?@S?Eg?Ig?HS?CT?@Ag?GI_?_T?@?T?@?I_?_Ag?G?T?@?@S?E?Ag?G	Circ(30;1.13.15)
]UWosXEGob@E@E?b?Go@E?CW?Go?Go?CW?@E??Go??bO?@EO?@EG??bA??GsO?@Ep??CXa??Go	Circ(30;2.3.7)
