g6	n	Q	bip	dist	Rnum	Rden	R	w
L??CFB_WcwnoFw	13	25	21	39	975	100	9.7500	2,1,2,0,1,2,2,2,2,3,3,3,2
L??CB?W`W}Ks~?	13	23	18	33	825	79	10.4430	0,1,2,2,1,3,0,3,3,2,2,2,2
L??CFB_WcwnoF[	13	20	12	27	675	100	6.7500	2,0,2,0,1,2,3,2,1,2,2,2,1
*** psi >= 1/25 : L??CFB_Fz{No~? Q=20 bip=16 dist=0 w=0,0,4,1,0,3,0,3,1,4,2,2,0
*** psi >= 1/25 : L??CFB_Fz{No~? Q=20 bip=16 dist=0 w=0,0,4,2,0,2,0,3,1,4,2,2,0
L??CFB_Fz{No~?	13	20	12	19	475	100	4.7500	3,0,2,2,0,1,2,0,3,2,2,1,2
L??CBAPwFwLsFs	13	20	13	27	675	75	9.0000	2,0,2,1,0,2,2,2,2,1,2,1,3
L??CFB_Fz{No~?	13	21	12	19	475	141	3.3688	3,2,0,0,0,3,3,2,1,2,0,3,2
L??CFB_WcwnoF[	13	21	14	33	825	91	9.0659	3,0,2,2,1,0,2,2,1,1,2,3,2
L??CFB_Fz{No~?	13	22	15	19	475	109	4.3578	3,0,3,3,0,0,3,2,1,2,3,0,2
L??CB?W`W}Ks~?	13	24	18	47	1175	126	9.3254	0,0,3,3,0,0,2,3,3,2,3,3,2
L??CBAPwFwLsFs	13	21	15	24	600	66	9.0909	2,0,2,1,2,1,0,1,2,3,2,2,3
L??CFB_WcwnoF[	13	22	16	33	825	84	9.8214	3,0,2,0,0,3,2,2,1,2,2,3,2
L??CFB_Fz{No~?	13	23	15	24	600	154	3.8961	3,1,2,0,2,2,3,1,2,2,2,1,2
L??CBAPwFwLsFs	13	22	16	33	825	84	9.8214	2,1,1,1,0,1,2,2,3,1,3,2,3
L??CFB_Fz{No~?	13	24	18	27	675	126	5.3571	3,3,0,1,2,0,3,1,2,3,2,1,3
L??CFB_WcwnoF[	13	23	17	36	900	104	8.6538	3,0,2,0,1,2,3,0,3,1,3,3,2
L??CB?W`W}Ks~?	13	25	21	39	975	100	9.7500	3,1,3,0,0,2,3,3,0,3,3,2,2
L??CFB_Fz{No~?	13	25	18	27	675	175	3.8571	3,0,3,0,1,3,3,2,1,3,0,3,3
L??CFAWFrL^_~?	13	20	13	25	625	75	8.3333	1,0,2,2,0,1,1,3,2,2,3,2,1
L??CBAPwFwLsFs	13	23	17	38	950	104	9.1346	2,1,2,2,0,1,2,1,3,2,2,2,3
L??CFB_WcwnoF[	13	24	18	45	1125	126	8.9286	3,1,2,0,1,2,3,1,2,0,3,3,3
L??CBAPFr\^_~?	13	20	13	25	625	75	8.3333	2,1,2,1,0,1,2,2,3,3,1,0,2
L??CFAWFrL^_~?	13	21	14	33	825	91	9.0659	1,3,0,1,2,0,2,2,2,3,3,2,0
L??CBAPFr\^_~?	13	21	15	24	600	66	9.0909	3,2,1,1,0,1,2,2,2,2,2,1,2
L??CBAPwFwLsFs	13	24	19	43	1075	101	10.6436	3,0,2,1,1,2,1,2,3,2,2,2,3
L??CFB_WcwnoF[	13	25	21	39	975	100	9.7500	3,1,1,0,1,2,3,1,3,2,3,3,2
L??CBAPFr\^_~?	13	22	16	33	825	84	9.8214	2,1,2,2,0,0,3,2,2,3,2,2,1
L??CFAWFrL^_~?	13	22	16	33	825	84	9.8214	2,1,2,0,3,0,2,2,2,3,3,0,2
L??CFB_Fw~No~?	13	20	12	19	475	100	4.7500	3,0,2,0,1,2,2,2,1,1,1,3,2
L??CBAPwFwLsFs	13	25	21	43	1075	100	10.7500	3,0,3,2,0,1,2,2,2,1,3,3,3
L??CFB_Fw~No~?	13	21	12	19	475	141	3.3688	3,2,1,3,0,0,3,2,1,0,2,2,2
L??CFAWFrL^_~?	13	23	17	36	900	104	8.6538	1,1,2,0,3,0,2,2,3,3,3,1,2
L??CBAPFr\^_~?	13	23	17	36	900	104	8.6538	3,1,2,0,3,0,2,3,2,3,1,1,2
L??CFB_Fw~No~?	13	22	15	19	475	109	4.3578	3,1,2,0,1,2,3,1,2,1,1,3,2
L??CBAPFr\No~?	13	20	13	29	725	75	9.6667	3,1,2,1,0,1,2,2,1,3,1,1,2
L??CFAWFrL^_~?	13	24	19	41	1025	101	10.1485	2,2,1,2,1,1,2,2,3,3,3,1,1
L??CFB_Fw~No~?	13	23	15	24	600	154	3.8961	4,1,2,0,1,2,2,1,2,2,1,3,2
L??CBAPFr\^_~?	13	24	19	41	1025	101	10.1485	3,0,2,1,0,2,3,3,2,3,2,2,1
L??CFB_Fw~No~?	13	24	18	27	675	126	5.3571	3,0,3,1,1,1,3,1,2,2,1,3,3
L??CBAPFr\No~?	13	21	14	34	850	91	9.3407	3,1,2,1,0,1,2,2,2,3,1,1,2
L??CFAWFrL^_~?	13	25	21	39	975	100	9.7500	2,1,2,2,2,0,3,3,2,3,3,1,1
L??CFB_Fw~No~?	13	25	18	27	675	175	3.8571	3,0,3,3,0,0,3,1,3,1,2,3,3
L??CBAPFr\^_~?	13	25	21	39	975	100	9.7500	4,1,2,0,1,2,2,3,2,3,2,2,1
L??CF@aFo}Rc^_	13	20	12	27	675	100	6.7500	3,1,2,0,1,2,2,2,2,1,1,2,1
L??CBAPFr\No~?	13	22	16	32	800	84	9.5238	2,1,2,2,0,0,3,3,2,2,1,1,3
L??CBAXFo}Ks~?	13	20	13	25	625	75	8.3333	2,2,0,0,1,1,2,3,1,0,2,3,3
L??CFAWFrL^_^_	13	20	13	29	725	75	9.6667	1,2,0,3,0,1,1,3,2,2,3,1,1
L??CF@aFo}Rc^_	13	21	14	33	825	91	9.0659	2,2,1,1,0,2,1,3,2,0,2,3,2
L??CF@aFo}Rc^_	13	22	15	32	800	109	7.3394	3,1,3,1,1,1,2,2,1,3,0,3,1
L??CBAPFr\No~?	13	23	18	33	825	79	10.4430	3,2,1,3,0,0,3,3,2,2,0,2,2
L??CBAXFo}Ks~?	13	21	14	32	800	91	8.7912	3,1,2,0,1,2,2,2,2,2,1,1,2
L??CFAWFrL^_^_	13	21	14	34	850	91	9.3407	2,1,2,1,1,1,1,2,3,3,2,1,1
L??CF@aFo}Rc^_	13	23	17	36	900	104	8.6538	3,1,2,0,3,0,1,3,2,0,3,3,2
L??CBAPFr\No~?	13	24	19	41	1025	101	10.1485	3,0,3,2,0,0,3,3,2,3,1,2,2
L??CBAXFo}Ks~?	13	22	15	32	800	109	7.3394	3,2,1,1,1,1,3,2,2,1,2,1,2
L??CFAWFrL^_^_	13	22	16	33	825	84	9.8214	2,1,2,0,3,0,2,2,2,3,3,2,0
L??CF@aFo}Rc^_	13	24	18	45	1125	126	8.9286	3,1,2,0,3,0,0,3,3,1,2,3,3
L??CBAPFr\No~?	13	25	21	45	1125	100	11.2500	3,0,3,1,1,0,3,3,3,3,1,1,3
L??CBAXFo}Ks~?	13	23	17	32	800	104	7.6923	2,0,2,0,1,1,3,3,3,1,2,2,3
L??CFAWFrL^_^_	13	23	18	33	825	79	10.4430	2,0,3,0,3,0,3,3,3,2,2,0,2
L??CF@aFo}Rc^_	13	25	21	39	975	100	9.7500	3,2,2,0,1,2,2,3,2,1,2,3,2
L??CBAXXg}^_~?	13	20	13	25	625	75	8.3333	3,2,0,1,0,1,2,2,1,3,3,1,1
L??CBAXFo}Ks~?	13	24	19	41	1025	101	10.1485	2,0,3,1,1,1,3,3,2,1,2,2,3
L??CF@aFozNo~?	13	20	13	25	625	75	8.3333	3,1,2,0,1,2,2,1,2,1,2,1,2
L??CFAWFrL^_^_	13	24	19	44	1100	101	10.8911	2,1,2,0,3,1,1,3,3,3,3,1,1
L??CBAXXg}^_~?	13	21	15	24	600	66	9.0909	3,1,2,1,0,1,2,2,2,2,2,1,2
L??CF@aFozNo~?	13	21	15	24	600	66	9.0909	2,1,1,0,3,0,2,2,2,1,3,1,3
L??CBAXFo}Ks~?	13	25	21	39	975	100	9.7500	2,0,3,1,1,0,3,3,2,2,1,3,4
L??CBAXXg}^_~?	13	22	16	33	825	84	9.8214	2,2,1,0,2,0,3,2,2,2,3,1,2
L??CF@aFozNo~?	13	22	16	32	800	84	9.5238	3,0,2,0,1,2,3,2,3,1,2,1,2
L??CFAWFrL^_^_	13	25	21	45	1125	100	11.2500	3,2,1,2,1,1,1,3,3,3,3,1,1
L??CBA\Fvw^_^_	13	20	12	27	675	100	6.7500	2,1,2,0,0,2,3,2,3,2,1,1,1
L??CBAXXg}^_~?	13	23	18	33	825	79	10.4430	2,2,1,0,2,0,3,2,3,2,3,2,1
L??CBA\Fvw^_^_	13	21	14	33	825	91	9.0659	3,2,1,0,0,1,3,3,2,2,1,1,2
L??CF@aFozNo~?	13	23	17	36	900	104	8.6538	3,0,1,0,1,2,3,3,3,0,3,2,2
L??CF@aFsx^_~?	13	20	12	27	675	100	6.7500	2,1,2,0,1,2,3,2,2,2,2,0,1
L??CBA\Fvw^_^_	13	22	16	33	825	84	9.8214	3,0,3,0,2,0,3,3,2,2,0,2,2
L??CBAXXg}^_~?	13	24	19	41	1025	101	10.1485	2,0,3,0,2,1,3,3,2,2,3,3,0
L??CF@aFsx^_~?	13	21	14	33	825	91	9.0659	1,2,1,0,1,2,2,2,3,3,2,1,1
L??CF@aFozNo~?	13	24	19	41	1025	101	10.1485	3,1,1,0,2,1,3,2,3,2,2,1,3
L??CBA\Fvw^_^_	13	23	18	33	825	79	10.4430	3,1,2,0,1,2,3,3,2,2,1,1,2
L??CF@aFsx^_~?	13	22	16	33	825	84	9.8214	2,3,0,0,2,1,2,2,3,3,2,0,2
L??CBAXXg}^_~?	13	25	21	39	975	100	9.7500	3,2,2,1,2,0,3,2,2,2,3,2,1
L??CF@aFozNo~?	13	25	21	39	975	100	9.7500	4,0,2,1,2,0,3,2,3,0,3,3,2
L??CF@aFsx^_~?	13	23	17	36	900	104	8.6538	1,2,1,0,0,3,2,2,3,3,3,0,3
L??CF?ZFvH^_^_	13	20	12	19	475	100	4.7500	2,0,2,0,2,2,2,2,2,1,1,2,2
L??CBA\Fvw^_^_	13	24	18	45	1125	126	8.9286	3,1,2,0,0,0,3,3,3,3,2,1,3
L??CFB_Wb{^_F[	13	20	12	27	675	100	6.7500	2,0,2,0,1,2,3,2,1,2,1,2,2
L??CF?ZFvH^_^_	13	21	14	16	400	91	4.3956	2,1,1,0,2,2,2,2,2,2,1,3,1
L??CFB_Wb{^_F[	13	21	14	33	825	91	9.0659	3,0,1,0,2,1,3,1,1,2,2,2,3
L??CBA\Fvw^_^_	13	25	21	39	975	100	9.7500	3,2,2,0,0,2,3,3,3,3,0,2,2
L??CF@aFsx^_~?	13	24	18	45	1125	126	8.9286	0,1,2,0,1,2,3,3,3,3,3,2,1
L??CF?ZFvH^_^_	13	22	16	24	600	84	7.1429	2,0,2,0,2,2,2,2,2,2,2,2,2
L??CFB_Wb{^_F[	13	22	16	33	825	84	9.8214	3,0,2,0,1,2,3,1,1,2,2,2,3
L??CF?ZFvH^_^_	13	23	16	24	600	129	4.6512	2,0,2,1,2,3,2,2,2,2,2,2,1
L??CFB_[_Zb{~?	13	20	13	25	625	75	8.3333	2,1,0,1,1,1,2,0,1,2,3,3,3
L??CF@aFsx^_~?	13	25	21	39	975	100	9.7500	2,1,2,0,2,2,3,3,3,3,2,1,1
L??CF?ZFvH^_^_	13	24	18	27	675	126	5.3571	3,0,3,2,1,0,3,2,3,0,1,3,3
L??CFB_Wb{^_F[	13	23	17	36	900	104	8.6538	3,0,1,2,1,0,3,0,3,3,2,2,3
L??CF?ZFvH^_^_	13	25	20	24	600	125	4.8000	2,1,1,0,3,2,2,3,2,2,2,3,2
L??CF@aFozRc~?	13	20	13	25	625	75	8.3333	1,2,0,2,1,0,3,3,2,2,1,1,2
L??CFB_[_Zb{~?	13	21	14	33	825	91	9.0659	2,0,2,0,2,1,3,0,1,3,2,2,3
L??CFB_Wb{^_F[	13	24	18	45	1125	126	8.9286	3,0,0,0,1,2,3,1,2,3,3,3,3
L??CF?^Fr{^_~?	13	20	12	19	475	100	4.7500	2,1,2,0,0,2,3,2,2,1,2,2,1
L??CF?^Fr{^_~?	13	21	12	19	475	141	3.3688	3,1,2,0,1,2,3,3,1,1,2,1,1
L??CF@aFozRc~?	13	21	15	24	600	66	9.0909	2,1,2,0,0,2,3,2,3,2,1,1,2
L??CFB_[_Zb{~?	13	22	16	32	800	84	9.5238	3,0,1,1,1,2,2,0,2,3,2,2,3
L??CF?^Fr{^_~?	13	22	15	19	475	109	4.3578	3,1,2,0,1,2,3,3,1,1,3,1,1
L??CFB_Wb{^_F[	13	25	21	39	975	100	9.7500	3,0,2,0,1,2,4,1,2,2,2,3,3
L??CF?^Fr{^_~?	13	23	15	24	600	154	3.8961	3,2,2,0,1,2,3,2,1,2,2,2,1
L??CFB_Fz{^_~?	13	20	12	19	475	100	4.7500	3,1,1,0,0,3,2,1,2,2,3,1,1
L??CFB_[_Zb{~?	13	23	17	36	900	104	8.6538	3,2,1,0,2,1,3,1,0,3,2,2,3
L??CF@aFozRc~?	13	22	16	33	825	84	9.8214	2,1,2,0,1,2,2,2,3,3,0,2,2
L??CFB_Fz{^_~?	13	21	12	19	475	141	3.3688	3,1,2,0,1,2,3,2,1,2,2,1,1
L??CF?^Fr{^_~?	13	24	18	27	675	126	5.3571	3,1,2,0,1,2,3,3,1,2,3,2,1
L??CFB_Fz{^_~?	13	22	15	19	475	109	4.3578	3,1,2,0,1,2,3,1,2,2,3,1,1
L??CFB_[_Zb{~?	13	24	19	41	1025	101	10.1485	2,2,0,1,3,0,3,0,2,3,3,2,3
L??CF?^Fr{^_~?	13	25	18	26	650	175	3.7143	3,2,2,3,0,2,4,3,0,2,2,1,1
L??CF@aFozRc~?	13	23	18	33	825	79	10.4430	3,2,1,0,1,2,2,2,3,3,0,2,2
L??CFB_Fz{^_~?	13	23	15	24	600	154	3.8961	3,1,2,0,2,2,3,1,2,2,3,1,1
L??CFbo{?^no~?	13	20	12	19	475	100	4.7500	3,0,0,2,1,2,2,1,1,1,2,3,2
L??CFB_[_Zb{~?	13	25	21	39	975	100	9.7500	3,1,2,0,2,2,3,0,2,3,2,2,3
L??CFB_Fz{^_~?	13	24	18	27	675	126	5.3571	3,1,2,2,1,0,3,1,2,3,3,3,0
L??CFbo{?^no~?	13	21	12	19	475	141	3.3688	3,0,0,3,1,2,3,2,0,1,2,2,2
L??CF@aFozRc~?	13	24	19	41	1025	101	10.1485	2,1,2,0,1,2,3,2,3,2,2,1,3
L??CFbo{?^no~?	13	22	15	19	475	109	4.3578	3,0,0,2,0,3,3,0,2,1,2,3,3
L??CFB_Fz{^_~?	13	25	18	27	675	175	3.8571	3,1,2,0,1,2,3,0,3,3,3,3,1
L??CFBOFp\^_^_	13	20	13	29	725	75	9.6667	1,0,3,2,1,0,1,2,3,3,2,1,1
L??CFbo{?^no~?	13	23	15	24	600	154	3.8961	3,0,0,2,1,2,3,0,2,2,2,3,3
L??CFAWFo}Ks~?	13	20	13	25	625	75	8.3333	3,0,3,2,0,1,1,2,2,1,2,2,1
L??CF@aFozRc~?	13	25	21	39	975	100	9.7500	2,3,0,0,2,1,4,2,3,2,3,0,3
L??CFbo{?^no~?	13	24	16	28	700	176	3.9773	4,0,0,2,2,2,2,0,0,4,2,4,2
L??CFBOFp\^_^_	13	21	14	34	850	91	9.3407	2,0,2,3,1,0,1,3,2,2,3,1,1
L??CF?^^fw^_~?	13	20	12	19	475	100	4.7500	2,1,2,0,1,1,3,2,3,2,0,2,1
L??CFbo{?^no~?	13	25	18	26	650	175	3.7143	4,1,2,2,1,3,3,0,0,2,3,2,2
L??CFAWFo}Ks~?	13	21	15	24	600	66	9.0909	2,2,0,3,0,1,1,3,2,2,1,2,2
L??CF?^^fw^_~?	13	21	12	19	475	141	3.3688	2,1,2,0,2,1,3,3,2,2,1,1,1
L??CFBOFp\^_^_	13	22	16	32	800	84	9.5238	1,1,3,2,0,1,1,3,3,3,2,0,2
L??CFAWFo}Ks~?	13	22	16	33	825	84	9.8214	2,3,0,2,1,0,2,2,2,2,1,3,2
L??CF?^^fw^_~?	13	22	15	19	475	109	4.3578	3,1,2,0,1,2,3,3,2,3,0,1,1
L??EE?orG^^_No	13	20	12	27	675	100	6.7500	0,2,1,2,0,2,2,1,2,3,2,2,1
L??CFAWFo}Ks~?	13	23	17	36	900	104	8.6538	1,1,2,0,3,0,3,3,2,3,0,3,2
L??CF?^^fw^_~?	13	23	15	24	600	154	3.8961	3,2,2,0,1,2,3,2,3,2,1,1,1
L??EE?orG^^_No	13	21	14	33	825	91	9.0659	0,3,3,0,1,0,2,1,3,2,2,2,2
L??CFBOFp\^_^_	13	23	17	36	900	104	8.6538	2,0,3,2,1,2,0,3,3,3,3,1,0
L??EE?orG^^_No	13	22	16	33	825	84	9.8214	1,2,1,2,0,2,1,2,3,2,2,2,2
L??CF?^^fw^_~?	13	24	18	27	675	126	5.3571	3,2,1,0,2,1,3,3,3,3,0,1,2
L??CFAWFo}Ks~?	13	24	19	41	1025	101	10.1485	2,1,2,1,2,1,2,2,3,1,2,3,2
L??EE?orG^^_No	13	23	18	33	825	79	10.4430	1,2,2,1,3,0,1,2,3,2,2,2,2
L??CF?^^fw^_~?	13	25	18	27	675	175	3.8571	3,2,1,0,2,1,3,3,3,3,0,3,1
L??CFBOFp\^_^_	13	24	19	44	1100	101	10.8911	2,0,3,3,0,1,1,3,3,3,3,1,1
L??CF?^Fr{No~?	13	20	12	19	475	100	4.7500	2,2,1,0,0,2,3,2,3,0,2,0,3
L??CFAWFo}Ks~?	13	25	21	39	975	100	9.7500	3,0,3,2,0,2,0,3,3,0,4,3,2
L??CF?^Fr{No~?	13	21	12	19	475	141	3.3688	3,2,1,1,0,2,2,2,2,1,0,3,2
L??CF@aFo}Rc~?	13	20	12	27	675	100	6.7500	2,1,2,0,1,2,3,2,2,1,1,2,1
L??CF?^Fr{No~?	13	22	15	19	475	109	4.3578	3,1,2,0,1,2,3,2,2,1,1,1,3
L??CFBOFp\^_^_	13	25	21	39	975	100	9.7500	2,0,3,3,0,0,2,3,4,3,2,0,3
L??EE?orG^^_No	13	24	18	45	1125	126	8.9286	1,2,1,2,0,0,1,2,3,3,3,3,3
L??CF@aFo}Rc~?	13	21	14	33	825	91	9.0659	1,3,0,0,0,3,2,2,3,0,3,2,2
L??CF?^Fr{No~?	13	23	15	24	600	154	3.8961	3,2,2,0,1,2,3,2,1,2,1,1,3
L??CFA[f?yKV^_	13	20	12	27	675	100	6.7500	2,0,2,0,1,2,3,3,1,1,1,2,2
L??EE?orG^^_No	13	25	21	39	975	100	9.7500	1,2,2,2,0,2,1,2,3,3,3,2,2
L??CF?^Fr{No~?	13	24	18	27	675	126	5.3571	3,1,2,0,1,2,3,3,1,2,2,1,3
L??CF@aFo}Rc~?	13	22	15	32	800	109	7.3394	1,1,2,1,1,1,3,2,2,3,0,3,2
L??CFA[f?yKV^_	13	21	14	33	825	91	9.0659	3,2,0,1,2,0,2,3,1,1,2,1,3
L??CF?^Fr{No~?	13	25	18	27	675	175	3.8571	3,1,2,0,1,2,3,3,1,2,2,2,3
L??ED@_NayRc~?	13	20	12	40	1000	100	10.0000	2,2,2,0,0,2,2,2,2,2,2,2,0
L??CF@aFo}Rc~?	13	23	18	33	825	79	10.4430	3,1,2,0,1,2,2,2,3,2,1,2,2
L??CFA[f?yKV^_	13	22	16	33	825	84	9.8214	3,0,2,0,1,2,2,3,1,1,2,2,3
L??EEBo{Fw@}No	13	20	12	19	475	100	4.7500	1,2,0,2,1,2,1,1,2,1,2,2,3
L??ED@_NayRc~?	13	21	12	40	1000	141	7.0922	2,2,2,0,0,2,2,2,2,2,2,2,1
L??EEBo{Fw@}No	13	21	12	19	475	141	3.3688	2,1,1,1,0,4,1,1,3,0,2,2,3
L??CF@aFo}Rc~?	13	24	18	45	1125	126	8.9286	0,1,2,0,1,2,3,3,3,1,2,3,3
L??CFA[f?yKV^_	13	23	18	33	825	79	10.4430	3,1,1,0,1,2,2,3,0,2,2,3,3
L??EEBo{Fw@}No	13	22	15	19	475	109	4.3578	1,2,1,2,1,2,1,2,2,1,2,2,3
L??CF@aFo}Rc~?	13	25	21	39	975	100	9.7500	2,1,2,0,2,2,3,3,3,1,2,2,2
L??ED@_NayRc~?	13	22	14	42	1050	134	7.8358	3,2,1,0,1,2,3,2,1,2,3,2,0
L??CFA[f?yKV^_	13	24	18	45	1125	126	8.9286	3,1,2,0,1,2,3,3,1,2,3,0,3
L??EEBo{Fw@}No	13	23	15	24	600	154	3.8961	1,2,1,2,2,2,1,2,1,2,2,2,3
L??CF@aFoz^_~?	13	20	12	27	675	100	6.7500	2,1,2,0,1,2,3,2,2,1,2,1,1
L??EEBo{Fw@}No	13	24	18	27	675	126	5.3571	1,2,1,2,1,2,1,2,1,2,3,3,3
L??CFA[f?yKV^_	13	25	21	39	975	100	9.7500	3,0,2,3,0,0,3,4,2,1,2,2,3
L??EEBo{Fw@}No	13	25	18	27	675	175	3.8571	3,0,3,0,1,2,1,2,0,4,3,3,3
L??CF@aFoz^_~?	13	21	14	33	825	91	9.0659	2,2,0,0,2,1,3,1,3,2,2,1,2
L??ED@_NayRc~?	13	23	16	42	1050	129	8.1395	2,2,2,0,2,0,1,3,3,1,3,3,1
L??CF@aFsx^_^_	13	20	13	25	625	75	8.3333	1,1,1,0,3,0,3,3,2,2,2,1,1
L??CF@aFoz^_~?	13	22	16	33	825	84	9.8214	2,0,2,0,1,2,3,2,3,2,2,2,1
L??ED@_NayRcN_	13	20	12	40	1000	100	10.0000	2,2,2,0,0,2,2,2,2,1,2,2,1
L??CF@aFoz^_~?	13	23	18	33	825	79	10.4430	2,1,1,0,2,1,3,3,3,2,2,0,3
L??CF@aFsx^_^_	13	21	15	24	600	66	9.0909	2,0,2,3,0,0,2,2,2,3,3,1,1
L??ED@_NayRc~?	13	24	18	47	1175	126	9.3254	2,2,3,3,0,0,0,3,3,2,3,3,0
L??CF@aFsx^_^_	13	22	16	33	825	84	9.8214	2,2,1,0,0,3,2,3,2,2,3,0,2
L??ED@_NayRcN_	13	21	12	40	1000	141	7.0922	2,2,2,0,1,2,2,2,2,1,2,2,1
L??CF@aFoz^_~?	13	24	18	45	1125	126	8.9286	3,1,2,0,1,2,3,0,3,3,3,2,1
L??ED@_NayRc~?	13	25	19	54	1350	150	9.0000	3,2,2,0,0,3,3,2,2,3,2,3,0
L??CF@aFsx^_^_	13	23	17	36	900	104	8.6538	3,1,2,0,1,2,1,3,2,3,3,0,2
L??CF@aFoz^_~?	13	25	21	39	975	100	9.7500	2,1,2,0,1,2,4,2,3,2,3,2,1
L??ED@_NayRcN_	13	22	14	42	1050	134	7.8358	1,3,2,0,0,3,2,1,3,2,2,2,1
L??CF@aFsx^_^_	13	24	19	41	1025	101	10.1485	2,1,2,0,0,3,2,2,3,3,3,2,1
L??ED?qN_}Hk~?	13	20	13	29	725	75	9.6667	2,2,1,1,1,1,2,2,2,1,1,2,2
L??CF@QFtX^_^_	13	20	13	29	725	75	9.6667	1,2,0,1,1,2,1,3,3,2,2,1,1
L??CF@aFsx^_^_	13	25	21	39	975	100	9.7500	3,0,3,1,2,1,2,3,3,2,3,0,2
L??ED?qN_}Hk~?	13	21	15	31	775	66	11.7424	2,2,1,1,0,2,2,3,2,1,1,2,2
L??ED@_NayRcN_	13	23	16	40	1000	129	7.7519	1,3,3,0,0,2,2,3,3,1,3,1,1
L??CF@QFtX^_^_	13	21	14	34	850	91	9.3407	2,2,0,1,0,3,1,3,3,2,2,1,1
L??CF@aF^w^_^_	13	20	12	27	675	100	6.7500	2,0,2,0,1,2,3,3,2,2,1,1,1
L??ED?qN_}Hk~?	13	22	16	38	950	84	11.3095	2,2,2,1,0,2,2,2,2,1,2,2,2
L??CF@aF^w^_^_	13	21	14	33	825	91	9.0659	3,0,1,2,0,1,3,2,2,3,0,2,2
L??CF@QFtX^_^_	13	22	16	32	800	84	9.5238	2,3,0,0,2,1,2,2,2,3,3,1,1
L??ED@_NayRcN_	13	24	18	47	1175	126	9.3254	3,0,3,0,0,3,2,3,2,1,2,3,2
L??ED?qN_}Hk~?	13	23	18	38	950	79	12.0253	2,2,2,1,0,2,3,2,2,1,2,2,2
L??CF@aF^w^_^_	13	22	16	33	825	84	9.8214	3,0,2,2,1,0,3,2,2,3,2,0,2
L??CF@QFtX^_^_	13	23	17	38	950	104	9.1346	1,2,1,1,2,1,1,3,3,3,3,1,1
L??CF@aF^w^_^_	13	23	17	36	900	104	8.6538	3,1,0,0,1,2,3,3,2,3,0,3,2
L??ED?qN_}Hk~?	13	24	19	43	1075	101	10.6436	3,1,2,0,0,3,3,2,2,2,1,3,2
L??ED@_NayRcN_	13	25	18	55	1375	175	7.8571	2,3,2,0,0,3,3,1,3,0,2,3,3
L??CF@aF^w^_^_	13	24	18	45	1125	126	8.9286	3,0,0,0,1,2,3,3,3,3,2,1,3
L??ED?qNeXJg~?	13	20	13	32	800	75	10.6667	2,1,2,1,0,2,2,3,2,1,1,2,1
L??ED?qN_}Hk~?	13	25	21	45	1125	100	11.2500	3,0,1,1,3,0,3,3,3,1,1,3,3
L??CF@QFtX^_^_	13	24	19	44	1100	101	10.8911	2,3,0,1,3,0,1,3,3,3,3,1,1
L??CF@aF^w^_^_	13	25	21	39	975	100	9.7500	3,0,2,0,1,2,4,3,2,3,1,2,2
L??ED?qFuXJg~?	13	20	13	27	675	75	9.0000	1,2,2,1,0,1,2,2,3,2,1,1,2
L??ED?qNeXJg~?	13	21	14	34	850	91	9.3407	2,0,2,0,2,1,2,3,2,2,2,2,1
L??CF@QFtX^_^_	13	25	21	39	975	100	9.7500	2,3,0,0,2,2,3,3,3,3,2,2,0
L??CF?^^b{^_~?	13	20	12	19	475	100	4.7500	3,2,0,0,0,3,2,3,2,1,2,0,2
L??CF?^^b{No~?	13	20	12	19	475	100	4.7500	3,2,0,0,1,2,2,3,2,3,0,0,2
L??ED?qFuXJg~?	13	21	14	34	850	91	9.3407	1,2,3,1,1,0,2,2,2,2,1,2,2
L??CF?^^b{^_~?	13	21	12	19	475	141	3.3688	2,1,2,0,0,2,4,2,3,0,2,1,2
L??CF?^^b{No~?	13	21	12	19	475	141	3.3688	2,0,3,2,1,0,3,3,2,0,0,2,3
L??CF?^^b{^_~?	13	22	15	19	475	109	4.3578	3,1,2,0,1,2,3,3,2,2,1,1,1
L??ED?qNeXJg~?	13	22	16	31	775	84	9.2262	2,1,2,1,0,1,2,3,2,2,2,2,2
L??ED?qFuXJg~?	13	22	15	38	950	109	8.7156	2,1,2,2,0,2,1,3,3,1,2,2,1
L??CF?^^b{No~?	13	22	15	19	475	109	4.3578	3,0,3,1,0,2,3,3,2,0,0,3,2
L??CF?^^b{^_~?	13	23	15	24	600	154	3.8961	3,1,2,0,2,2,3,3,2,2,1,1,1
L??ED?qNeXJg~?	13	23	17	40	1000	104	9.6154	3,1,2,0,1,1,2,3,2,2,1,3,2
L??CF?^^b{^_~?	13	24	18	27	675	126	5.3571	3,0,3,0,1,2,3,3,3,1,2,2,1
L??CF?^^b{No~?	13	23	15	24	600	154	3.8961	3,1,2,0,2,2,3,3,2,1,1,1,2
L??ED?qFuXJg~?	13	23	17	38	950	104	9.1346	1,1,3,2,0,2,2,3,2,2,2,1,2
L??CF?^^b{^_~?	13	25	18	27	675	175	3.8571	3,2,1,0,1,3,3,3,3,1,2,2,1
L??CF?^^b{No~?	13	24	18	27	675	126	5.3571	3,0,3,0,0,3,3,3,3,1,1,1,3
L??ED?qNeXJg~?	13	24	18	44	1100	126	8.7302	2,2,2,2,0,2,2,3,2,2,2,2,1
L??CB`o{CZ@}^_	13	20	12	27	675	100	6.7500	3,0,1,2,1,2,2,1,1,1,2,2,2
